1739	0
1740	1
1741	2
1742	3
1743	4
1744	5
1745	6
1745	7
1746	8
1747	9
1747	10
1748	11
1749	12
1750	13
1751	14
1752	15
1753	16
1754	17
1755	18
1756	19
1757	20
1758	21
1759	22
1760	23
1761	4
1762	24
1762	25
1763	26
1764	27
1765	28
1765	29
1766	1
1767	30
1768	31
1769	23
1770	32
1771	33
1771	34
1772	35
1773	36
1773	37
1774	38
1775	8
1776	39
1776	4
1777	0
1778	40
1779	41
1780	42
1781	34
1781	33
1782	43
1783	44
1783	45
1784	46
1785	47
1786	13
1787	48
1788	49
1789	50
1790	51
1791	18
1792	52
1792	53
1793	54
1793	55
1794	56
1795	57
1796	58
1797	59
1798	60
1799	61
1800	62
1801	58
1801	63
1802	64
1803	31
1804	37
1804	65
1804	66
1804	67
1805	68
1806	69
1807	70
1808	71
1809	72
1810	24
1811	73
1812	43
1813	48
1813	0
1814	74
1815	75
1816	76
1817	77
1818	78
1819	1
1820	79
1821	20
1821	80
1822	81
1823	82
1824	83
1825	78
1826	84
1826	85
1827	86
1827	87
1828	8
1829	88
1829	89
1830	90
1831	91
1832	25
1832	92
1833	13
1834	73
1835	93
1836	94
1837	95
1838	96
1839	97
1839	77
1840	98
1840	99
1841	100
1842	101
1843	102
1844	73
1845	103
1846	104
1847	105
1847	106
1848	107
1848	108
1849	109
1850	110
1851	111
1852	112
1853	113
1854	18
1855	114
1855	115
1856	116
1856	16
1856	42
1857	8
1858	117
1859	118
1859	119
1860	13
1861	120
1862	77
1863	121
1863	64
1863	122
1864	123
1865	124
1866	124
1867	125
1867	126
1868	127
1869	73
1870	128
1871	129
1872	110
1873	130
1874	131
1875	132
1876	133
1877	134
1878	135
1878	131
1879	136
1880	137
1881	0
1882	121
1882	64
1883	138
1884	139
1884	87
1885	140
1886	141
1886	142
1887	124
1888	143
1889	0
1890	144
1891	145
1892	146
1892	147
1893	80
1894	148
1895	68
1896	77
1897	149
1897	58
1898	150
1899	129
1900	25
1901	100
1902	151
1902	62
1903	152
1904	153
1905	81
1906	154
1906	155
1907	144
1908	156
1909	157
1910	158
1910	159
1911	25
1912	160
1913	18
1914	77
1915	161
1916	162
1917	163
1918	13
1919	100
1920	26
1921	164
1922	25
1922	165
1923	166
1924	167
1925	168
1926	169
1926	77
1927	170
1928	41
1929	171
1930	17
1931	172
1932	124
1933	173
1934	77
1935	174
1936	20
1936	86
1937	40
1937	175
1938	87
1938	86
