1739	1721
1740	1722
1741	1721
1742	1723
1743	1724
1744	1722
1745	1725
1746	1723
1747	1726
1748	1726
1749	1726
1750	1727
1751	1723
1752	1727
1753	1726
1754	1726
1755	1723
1756	1726
1757	1724
1758	1728
1759	1723
1760	1722
1761	1724
1762	1723
1763	1722
1764	1729
1765	1724
1766	1721
1767	1725
1768	1726
1769	1721
1770	1724
1771	1729
1772	1726
1773	1727
1774	1721
1775	1723
1776	1724
1777	1721
1778	1721
1779	1729
1780	1726
1781	1729
1782	1726
1783	1721
1784	1723
1785	1721
1786	1729
1787	1721
1788	1725
1789	1726
1790	1729
1791	1726
1792	1724
1793	1724
1794	1723
1795	1722
1796	1724
1797	1726
1798	1724
1799	1726
1800	1722
1801	1724
1802	1721
1803	1726
1804	1724
1805	1721
1806	1721
1807	1724
1808	1729
1809	1729
1810	1729
1811	1727
1812	1726
1813	1721
1814	1724
1815	1726
1816	1729
1817	1722
1818	1722
1819	1721
1820	1726
1821	1724
1822	1727
1823	1723
1824	1726
1825	1721
1826	1724
1827	1724
1828	1723
1829	1724
1830	1729
1831	1729
1832	1723
1833	1729
1834	1721
1835	1721
1836	1726
1837	1723
1838	1723
1839	1721
1840	1721
1841	1723
1842	1726
1843	1726
1844	1727
1845	1721
1846	1728
1847	1721
1848	1724
1849	1724
1850	1724
1851	1724
1852	1727
1853	1721
1854	1722
1855	1724
1856	1726
1857	1721
1858	1723
1859	1723
1860	1724
1861	1726
1862	1722
1863	1727
1864	1729
1865	1722
1866	1721
1867	1724
1868	1729
1869	1727
1870	1729
1871	1721
1872	1724
1873	1723
1874	1723
1875	1723
1876	1721
1877	1726
1878	1723
1879	1721
1880	1726
1881	1721
1882	1721
1883	1724
1884	1724
1885	1729
1886	1727
1887	1721
1888	1724
1889	1722
1890	1724
1891	1721
1892	1729
1893	1724
1894	1727
1895	1721
1896	1722
1897	1724
1898	1723
1899	1727
1900	1727
1901	1722
1902	1723
1903	1724
1904	1724
1905	1723
1906	1721
1907	1724
1908	1727
1909	1721
1910	1726
1911	1727
1912	1721
1913	1729
1914	1722
1915	1721
1916	1724
1917	1723
1918	1721
1919	1722
1920	1722
1921	1726
1922	1729
1923	1729
1924	1726
1925	1729
1926	1722
1927	1730
1928	1729
1929	1721
1930	1729
1931	1729
1932	1721
1933	1731
1934	1722
1935	1724
1936	1724
1937	1729
1938	1724
1939	1721
1940	1729
1941	1726
1942	1727
1943	1727
1944	1721
1945	1726
1946	1726
1947	1729
1948	1726
1949	1722
1950	1724
1951	1728
1952	1724
1953	1723
1954	1731
1955	1721
1956	1721
1957	1723
1958	1721
1959	1726
1960	1725
1961	1721
1962	1727
1963	1723
1964	1723
1965	1729
1966	1724
1967	1726
1968	1724
1969	1721
1970	1729
1971	1721
1972	1726
1973	1726
1974	1726
1975	1726
1976	1721
1977	1721
1978	1723
1979	1724
1980	1721
1981	1724
1982	1730
1983	1727
1984	1729
1985	1721
1986	1723
1987	1724
1988	1726
1989	1729
1990	1724
1991	1721
1992	1725
1993	1724
1994	1721
1995	1725
1996	1726
1997	1727
1998	1723
1999	1726
2000	1726
2001	1724
2002	1724
2003	1721
2004	1722
2005	1725
2006	1721
2007	1721
2008	1723
2009	1726
2010	1727
2011	1723
2012	1726
2013	1726
2014	1728
2015	1721
2016	1721
2017	1721
2018	1721
2019	1731
2020	1724
2021	1722
2022	1722
2023	1724
2024	1724
2025	1723
2026	1721
2027	1723
2028	1723
2029	1727
2030	1721
2031	1723
2032	1721
2033	1729
2034	1726
2035	1729
2036	1729
2037	1729
2038	1725
2039	1721
2040	1723
2041	1721
2042	1722
2043	1726
2044	1721
2045	1727
2046	1721
2047	1728
2048	1725
2049	1724
2050	1727
2051	1726
2052	1721
2053	1724
2054	1721
2055	1726
2056	1721
2057	1726
2058	1730
2059	1722
2060	1724
2061	1726
2062	1722
2063	1722
2064	1724
2065	1726
2066	1724
2067	1725
2068	1727
2069	1729
2070	1729
2071	1729
2072	1723
2073	1721
2074	1724
2075	1730
2076	1724
2077	1722
2078	1726
2079	1727
2080	1723
2081	1731
2082	1721
2083	1727
2084	1721
2085	1729
2086	1725
2087	1727
2088	1721
2089	1724
2090	1724
2091	1725
2092	1732
2093	1726
2094	1726
2095	1721
2096	1722
2097	1726
2098	1721
2099	1726
2100	1724
2101	1726
2102	1722
2103	1728
2104	1724
2105	1724
2106	1726
2107	1724
2108	1729
2109	1724
2110	1729
2111	1721
2112	1723
2113	1726
2114	1724
2115	1726
2116	1729
2117	1726
2118	1721
2119	1727
2120	1721
2121	1721
2122	1729
2123	1721
2124	1721
2125	1724
2126	1727
2127	1724
2128	1724
2129	1724
2130	1725
2131	1724
2132	1724
2133	1724
2134	1724
2135	1727
2136	1726
2137	1724
2138	1729
2139	1722
2140	1722
2141	1724
2142	1724
2143	1722
2144	1731
2145	1724
2146	1725
2147	1724
2148	1722
2149	1724
2150	1727
2151	1722
2152	1724
2153	1723
2154	1727
2155	1727
2156	1724
2157	1725
2158	1727
2159	1724
2160	1726
2161	1726
2162	1724
2163	1727
2164	1726
2165	1730
2166	1724
2167	1724
2168	1724
2169	1724
2170	1724
2171	1724
2172	1724
2173	1724
2174	1727
2175	1723
2176	1724
2177	1724
2178	1724
2179	1724
2180	1724
2181	1724
2182	1724
2183	1726
2184	1723
2185	1733
2186	1733
2187	1724
2188	1724
2189	1727
2190	1724
2191	1724
2192	1724
2193	1724
2194	1734
2195	1724
2196	1722
2197	1722
2198	1721
2199	1727
2200	1724
2201	1721
2202	1726
2203	1725
2204	1733
2205	1727
2206	1722
2207	1732
2208	1727
2209	1726
2210	1725
2211	1721
2212	1724
2213	1725
2214	1731
2215	1727
2216	1727
2217	1725
2218	1725
2219	1725
2220	1727
2221	1727
2222	1728
2223	1731
2224	1734
2225	1721
2226	1727
2227	1727
2228	1727
2229	1725
2230	1725
2231	1725
2232	1733
2233	1722
2234	1731
2235	1732
2236	1727
2237	1721
2238	1725
2239	1727
2240	1721
2241	1724
2242	1724
2243	1724
2244	1721
2245	1724
2246	1724
2247	1727
2248	1725
2249	1724
2250	1724
2251	1724
2252	1724
2253	1721
2254	1724
2255	1721
2256	1724
2257	1721
2258	1725
2259	1721
2260	1730
2261	1721
2262	1724
2263	1729
2264	1729
2265	1729
2266	1729
2267	1729
2268	1729
2269	1729
2270	1729
2271	1729
2272	1729
2273	1729
2274	1729
2275	1721
2276	1727
2277	1729
2278	1729
2279	1727
2280	1734
2281	1730
2282	1725
2283	1725
2284	1725
2285	1725
2286	1724
2287	1725
2288	1724
2289	1721
2290	1726
2291	1726
2292	1726
2293	1725
2294	1727
2295	1727
2296	1725
2297	1726
2298	1721
2299	1733
2300	1721
2301	1721
2302	1734
2303	1723
2304	1722
2305	1723
2306	1723
2307	1721
2308	1721
2309	1732
2310	1723
2311	1732
2312	1723
2313	1732
2314	1722
2315	1724
2316	1726
2317	1721
2318	1722
2319	1729
2320	1723
2321	1722
2322	1724
2323	1728
2324	1721
2325	1726
2326	1722
2327	1721
2328	1726
2329	1728
2330	1723
2331	1723
2332	1728
2333	1725
2334	1722
2335	1725
2336	1721
2337	1730
2338	1726
2339	1726
2340	1724
2341	1732
2342	1728
2343	1732
2344	1721
2345	1726
2346	1723
2347	1726
2348	1721
2349	1721
2350	1725
2351	1721
2352	1723
2353	1728
2354	1721
2355	1721
2356	1730
2357	1723
2358	1725
2359	1721
2360	1725
2361	1724
2362	1721
2363	1730
2364	1722
2365	1728
2366	1721
2367	1723
2368	1723
2369	1723
2370	1722
2371	1721
2372	1721
2373	1723
2374	1725
2375	1721
2376	1723
2377	1721
2378	1723
2379	1728
2380	1723
2381	1723
2382	1721
2383	1725
2384	1726
2385	1728
2386	1726
2387	1725
2388	1722
2389	1721
2390	1723
2391	1728
2392	1732
2393	1723
2394	1725
2395	1726
2396	1728
2397	1721
2398	1732
2399	1725
2400	1722
2401	1732
2402	1724
2403	1729
2404	1732
2405	1725
2406	1726
2407	1730
2408	1728
2409	1723
2410	1735
2411	1732
2412	1723
2413	1723
2414	1726
2415	1728
2416	1726
2417	1721
2418	1724
2419	1721
2420	1722
2421	1722
2422	1723
2423	1723
2424	1730
2425	1724
2426	1725
2427	1721
2428	1728
2429	1725
2430	1732
2431	1725
2432	1728
2433	1722
2434	1723
2435	1726
2436	1721
2437	1726
2438	1721
2439	1723
2440	1725
2441	1729
2442	1725
2443	1721
2444	1721
2445	1724
2446	1721
2447	1728
2448	1725
2449	1721
2450	1721
2451	1725
2452	1732
2453	1724
2454	1723
2455	1724
2456	1730
2457	1721
2458	1721
2459	1723
2460	1728
2461	1723
2462	1721
2463	1732
2464	1725
2465	1726
2466	1730
2467	1728
2468	1721
2469	1722
2470	1723
2471	1723
2472	1728
2473	1725
2474	1725
2475	1723
2476	1726
2477	1721
2478	1723
2479	1723
2480	1724
2481	1721
2482	1721
2483	1728
2484	1727
2485	1728
2486	1723
2487	1727
2488	1721
2489	1726
2490	1721
2491	1725
2492	1725
2493	1723
2494	1721
2495	1725
2496	1726
2497	1725
2498	1728
2499	1723
2500	1723
2501	1723
2502	1721
2503	1728
2504	1721
2505	1732
2506	1724
2507	1726
2508	1726
2509	1726
2510	1725
2511	1725
2512	1721
2513	1725
2514	1726
